X,Y,OBJECTID,PROPERTY_ID,HUB_NAME_TEXT,SERVICING_SITE_NAME_TEXT,PROJECT_MANAGER_NAME_TEXT,PROPERTY_NAME_TEXT,ADDRESS_LINE1_TEXT,ADDRESS_LINE2_TEXT,AUTOMATIC_GEOCODE_IND,CONGRESSIONAL_DISTRICT_CODE,PLACED_BASE_CITY_NAME_TEXT,TOTAL_ASSISTED_UNIT_COUNT,TOTAL_UNIT_COUNT,PROPERTY_ON_SITE_PHONE_NUMBER,PROPERTY_CATEGORY_NAME,CLIENT_GROUP_CODE,CLIENT_GROUP_NAME,CLIENT_GROUP_TYPE,REAC_LAST_INSPECTION_ID,REAC_LAST_INSPECTION_SCORE,FASS_LAST_PERFORMANCE_VALUE,FASS_LST_TOT_MGMT_COND_CNT,FASS_LAST_REFERRED_TO_CODE,IS_AFS_REQUIRED_IND,AFS_FISCAL_YR_END_DATE,HAS_ACTIVE_FINANCING_IND,PRIMARY_FINANCING_TYPE,IS_ALL_FINANCING_PIPELINE_IND,IS_ALL_CONTRACT_PIPELINE_IND,IS_UNDER_MANAGEMENT_IND,HAS_SERVICE_AGREEMENT_IND,HAS_USE_RESTRICTION_IND,HAS_ACTIVE_IRP_IND,IS_SERVICE_COORDINATOR_IND,PRIMARY_FHA_NUMBER,ASSOCIATED_FHA_NUMBER,ASSOCIATED_CONTRACT_NUMBER,TROUBLED_CODE,OPIIS_RISK_CATEGORY,OPIIS_SIZE_CATEGORY,OPIIS_INT_RISK_SCORE,IS_ACTIVE_DEC_CASE_IND,WAS_EVER_DEC_CASE_IND,IS_INSURED_IND,WAS_EVER_INSURED_IND,IS_202_811_IND,WAS_EVER_202_811_IND,IS_HUD_HELD_IND,IS_HUD_OWNED_IND,IS_FLEXIBLE_SUBSIDY_IND,IS_HOSPITAL_IND,IS_NURSING_HOME_IND,IS_BOARD_AND_CARE_IND,IS_ASSISTED_LIVING_IND,IS_REFINANCED_IND,IS_221D3_IND,IS_221D4_IND,IS_236_IND,IS_IN_DEFAULT_DELINQUENT_IND,IS_NON_INSURED_IND,IS_BMIR_IND,IS_RISK_SHARING_IND,IS_MIP_IND,IS_CO_INSURED_IND,IS_SUBSIDIZED_IND,WAS_EVER_SUBSIDIZED_IND,HAS_ACTIVE_ASSISTANCE_IND,WAS_EVER_ASSISTED_IND,IS_ACC_OLD_IND,IS_ACC_PERFORMANCE_BASED_IND,IS_SEC8_IND,IS_PAC_IND,IS_PRAC_IND,IS_RENT_SUPPLEMENT_IND,IS_SECTION_236_RAP_IND,IS_SEC8_202_IND,IS_SEC8_FMHA_515_IND,IS_SEC8_STATE_AGENCY_HFA_IND,IS_SEC8_LMSA_IND,IS_SEC8_PRPRTY_DISPOSITION_IND,IS_SEC8_PRESERVATION_IND,IS_SEC8_OTHR_NW_CNSTRCTION_IND,IS_SEC8_OTHER_SUB_REHAB_IND,IS_PENSION_FUND_IND,IS_PAC_202_IND,IS_PAC_811_IND,IS_PRAC_202_IND,IS_PRAC_811_IND,HAS_FULL_DEBT_RESTRUCTURE_IND,LAST_CRITICAL_DATE_DESC,OAHP_PROJECT_RECOMMENDATION_TX,OAHP_PROCESSING_TYPE,IS_ON_WATCH_LIST_IND,IS_GREEN_RETROFIT_IND,IS_202_DIRECT_LOAN_IND,IS_202_CAPITAL_ADVANCE_IND,IS_811_CAPITAL_ADVANCE_IND,ENERGY_PERFORMANCE_CONTRCT_IND,IS_SEC8_RAD_DEMO_CONV_IND,FINANCIAL_STMNT_REQ_IND,CONTRACT1,CONTRACT2,CONTRACT_COUNT,UNITS1,UNITS2,MAXIMUM_CONTRACT_UNIT_COUNT,PROGRAM_TYPE1,PROGRAM_TYPE2,EXPIRATION_DATE1,EXPIRATION_DATE2,FHA_NUM1,FHA_NUM2,SOACODE1,SOACODE2,SOA_NAME1,SOA_NAME2,TAXCREDIT1,TAXCREDIT2,FHA_COUNT,STATE2KX,CNTY_NM2KX,CNTY2KX,TRACT2KX,BG2KX,BLOCK2KX,CURCNTY_NM,CURCNTY,CURCOSUB,CURCOSUB_NM,PLACE2KX,PLACE_NM2KX,PLACE_CC2KX,PLACE_INC2KX,MSA,MSA_NM,CBSA,CBSA_NM,NECTA,NECTA_NM,METRO,MICRO,FCD_FIPS91,HLC,DPV,DPVRC,DPVACT,DPVNOST,STD_ADDR,URB_OUT,STD_CITY,STD_ST,STD_ZIP5,STD_ZIP9,ZIP_CLASS,ZCTA2KX,DPBC,DPBC_CKSUM,STD_ZIP11,ADDR_TYPE,APT_NO,APT_TYPE,C1PGRC,C1PPRB,C1PDRC,C1PSRC,C1PARC,C1PRC9,MSGUSPS,LAT,LON,RC2KX,STM2KX,LVL2KX,UR,MSG2KX,COUNTY_LEVEL,PLACE_LEVEL,TRACT_LEVEL,BLKGRP_LEVEL,CAT_LATEST_MROC_SCORE_COLOR,CAT_LTST_INTGRTD_RSK_SCORE_CAT,MTR_LATEST_DSCR,FASS_LAST_AFS_CLOSED_DATE,FASS_LAST_REPORTING_END_DT,FULL_DEBT_RESTRUCTURE_DATE,LAST_CRITICAL_DATE,NGHBRHD_NTWRK_EST_DATE,OCCUPANCY_DATE,OPIIS_RISK_CATEGORY_CHANGE_DT,REAC_LAST_INSPECTION_DATE,TROUBLED_STATUS_UPDATE_DATE,WATCH_LIST_DATE,DEMO_RESTRUCTURE_CLOSING_DATE,MARK_TO_MARKET_RESTRUCTURE_DT,REAC_LAST_INSPCT_RELEASE_DATE,LOAN_MATURITY_DATE
-81.573429,30.339589,391,800004058,Jacksonville,Jacksonville,DEBRA L VARLEY,EAGLE ROCK APARTMENTS I,1600 Lansdowne Dr,,Y,04,Jacksonville,46,96,(904)725-3297,Subsidized - Previously Insured,FAM,Indv. families - not eld/ handicap,Family,384233,52  c,Not Assessed,2,None,Y,12/31,N,,N,N,Y,Y,N,N,N,,,FL29E000013,P,Moderate,,15,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,,,,,N,N,N,N,N,N,N,Y,FL29E000013,,1,46,0,46,PD/8 Existing,,,,,,,,,,,,,12,Duval,031,015001,3,3008,Duval,031,91642,Jacksonville East CC,35000,JACKSONVILLE,,,3600,"Jacksonville, FL MSA",27260,"Jacksonville, FL Metropolitan Statistical Area",99999,,1,0,1204,1458,,,,,1600 Lansdowne Dr,,Jacksonville,FL,32211,9004,,32211,99,0,32211900499,H,,,,0,,,N,,100% Overall probable correctness,30.339583,-81.573426,S,,R,U,null Street-Level Rooftop null,12031,1235000,12031015001,120310150013,,Yellow,,15MAR2014,31DEC2013,        .,        .,        .,15APR1991,01JAN2013,06DEC2012,04SEP2013,        .,        .,        .,12DEC2012,
-111.959019,41.223991,2080,800021582,Denver,Denver,SHAWNA R ARGENZIANO,FELLOWSHIP MANOR,2334 MONROE BLVD,,Y,01,OGDEN,86,131,,202/811,WAH,Wholly Elderly Housekeeping,Elderly,385810,72  c,58 - Red,0,,Y,06/30,Y,202/811,N,N,Y,Y,Y,N,Y,,105SH003,UT30L000014,N,Low,Very Low,8,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,,,,,N,N,N,N,N,N,N,Y,UT30L000014,UT99M000034,2,59,27,86,LMSA,LMSA,,,105SH003,105SH003,,ZPH,,202 Direct Loan/ Elderly/ Pre - 1974,N,N,2,49,Weber,057,200800,2,2006,Weber,057,92322,Ogden,55980,OGDEN,,,7160,"Salt Lake City-Ogden, UT MSA",36260,"Ogden-Clearfield, UT Metropolitan Statistical Area",99999,,1,0,4901,0888,,,,,2334 Monroe Blvd,,Ogden,UT,84401,1751,,84401,99,1,84401175199,H,,,,0,,,N,,100% Overall probable correctness,41.223985,-111.959007,S,,R,U,null Street-Level Rooftop null,49057,4955980,49057200800,490572008002,,Green,1.940000,        .,30JUN2013,        .,        .,18OCT2001,25JUN1968,15OCT2008,28NOV2012,14FEB2014,        .,        .,        .,20DEC2012,2017-03-01T00:00:00.000Z
-77.409017,37.222367,2081,800021847,Baltimore,Richmond,BARBARA GORDON,Gillhaven Manor,500 FARMER ST,,Y,03,Petersburg,100,101,804-733-2255,Insured-Subsidized,WAH,Wholly Elderly Housekeeping,Elderly,362462,91  b,77 - Greennull,0,None,Y,12/31,Y,Insured,N,N,Y,N,N,N,N,05111195,05111195,VA36T781005,N,Low,High-Medium,5,N,Y,Y,Y,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,,,,,N,N,N,N,N,N,N,Y,VA36T781005,,1,100,0,100,202/8 NC,,,,05111195,,HRI,,223(f) Refi/ Purchase Apts,,N,,1,51,Petersburg,730,810600,1,1003,Petersburg,730,95035,Petersburg,61832,PETERSBURG,,,6760,"Richmond-Petersburg, VA MSA",40060,"Richmond, VA Metropolitan Statistical Area",99999,,1,0,5103,1200,,,,,500 Farmer St,,Petersburg,VA,23803,6314,,23803,00,0,23803631400,S,,,,0,,,,,100% Overall probable correctness,37.22236,-77.409015,S,,R,U,null Street-Level Rooftop null,51730,5161832,51730810600,517308106001,Green,Green,1.084000,26MAR2013,31DEC2012,        .,        .,        .,01OCT1982,31OCT2011,06JUL2012,11OCT2006,        .,        .,        .,18JUL2012,2029-05-01T00:00:00.000Z
-84.799099,40.203491,4384,800016797,Columbus,Columbus,BARRY A DAROE,KNOLLWOOD COMMONS,413 N Division ST,,Y,08,UNION CITY,30,30,937-968-5877,Insured-Subsidized,FAM,Indv. families - not eld/ handicap,Family,336445,96  b,62 - Yellow,1,None,Y,12/31,Y,Insured,N,N,Y,N,Y,N,N,04335407,04335173,OH160011030,P,Low,Very Low,3,N,Y,Y,Y,N,N,Y,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,Closing Date,,Full Debt Restr,N,N,N,N,N,N,N,Y,OH160011030,,1,30,0,30,Sec 8 NC,,,,04335173,04335173,OMI,OMI,221d4 NC/SR,221d4 NC/SR,N,N,3,39,Darke,037,510100,2,2010,Darke,037,37758,Jackson,78624,UNION CITY,,,9999,,24820,"Greenville, OH Micropolitan Statistical Area",99999,,0,1,3908,5286,,,,,413 N Division St,,Union City,OH,45390,1641,,45390,99,9,45390164199,H,,,,0,,,N,,100% Overall probable correctness,40.203483,-84.799094,S,,R,U,null Street-Level Rooftop null,39037,3978624,39037510100,390375101002,Green,Green,2.982000,09FEB2014,31DEC2013,27AUG2001,27AUG2001,        .,09JAN1978,05MAR2013,31AUG2010,18JUL2013,        .,        .,27AUG2001,03NOV2010,2030-09-01T00:00:00.000Z
-81.568674,41.107492,4385,800016535,Columbus,Cleveland,KIMBERLY A HORTON,ETL TOWER,1500 MARION AVENUE,,Y,11,Akron,100,101,330-836-5497,202/811,WAH,Wholly Elderly Housekeeping,Elderly,381051,98  a,76 - Greennull,0,None,Y,06/30,Y,202/811,N,N,Y,Y,N,N,Y,,042EH027,OH12T781018,N,Low,High-Medium,2,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,,,,,N,N,N,N,N,N,N,Y,OH12T781018,,1,101,0,101,202/8 NC,,,,042EH027,,ZPF,,202/8 Direct Loan/ Elderly-Handicapped,,N,,1,39,Summit,153,506100,6,6009,Summit,153,01000,Akron,01000,AKRON,,,0080,"Akron, OH PMSA",10420,"Akron, OH Metropolitan Statistical Area",99999,,1,0,3911,0042,,,,,1500 Marion Ave,,Akron,OH,44313,7623,,44313,99,9,44313762399,H,,,,0,,,N,,100% Overall probable correctness,41.107484,-81.56867,S,,R,U,null Street-Level Rooftop null,39153,3901000,39153506100,391535061006,,Green,1.091000,06MAR2014,30JUN2013,        .,        .,        .,06NOV1981,05SEP2011,01AUG2012,04JUN2013,        .,        .,        .,08AUG2012,2021-12-01T00:00:00.000Z
-83.557835,40.071968,4386,800016915,Columbus,Columbus,APRIL L DEAN,MECHANICSBURG VILLAGE,41 WALNUT ST.,,Y,04,MECHANICSBURG,50,50,(937)834-2809,Insured-Subsidized,ELD,Elderly,Elderly,326658,97  b,72 - Greennull,0,None,Y,12/31,Y,Insured,N,N,Y,Y,Y,N,Y,04335399,04335194,OH160014014,N,Low,Very Low,5,N,Y,Y,Y,N,N,Y,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,Closing Date,,Full Debt Restr,N,N,N,N,N,N,N,Y,OH160014014,,1,50,0,50,Sec 8 NC,,,,04335194,04335194,OMI,OMI,221d4 NC/SR,221d4 NC/SR,N,N,3,39,Champaign,021,011505,3,3022,Champaign,021,30982,Goshen,48706,MECHANICSBURG,,,9999,,46500,"Urbana, OH Micropolitan Statistical Area",99999,,0,1,3904,3144,,,,,41 Walnut St,,Mechanicsburg,OH,43044,1157,,43044,99,3,43044115799,H,,,,0,,,N,,100% Overall probable correctness,40.07196,-83.557831,S,,R,R,null Street-Level Rooftop null,39021,3948706,39021011505,390210115053,Green,Green,6.200000,04FEB2014,31DEC2012,29NOV2000,29NOV2000,        .,05JAN1979,21OCT2006,29MAR2012,02APR2013,        .,        .,29NOV2000,04APR2012,2030-12-01T00:00:00.000Z
-80.052896,26.689222,392,800004063,Jacksonville,Miami,CATHY F CONEY-SANDERS,EL CID APARTMENTS,315 ALMERIA RD,,Y,22,WEST PALM BEACH,72,73,561-655-4654,"Subsidized, No HUD Financing",ELD,Elderly,Elderly,350742,92  c,Not Assessed,1,None,N,12/31,N,,N,N,Y,N,N,N,N,,,FL290046012,N,Low,,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,,,,,N,N,N,N,N,N,N,N,FL290046012,,1,72,0,72,Sec 8 SR,,,,,,,,,,,,,12,Palm Beach,099,003400,3,3000,Palm Beach,099,93614,West Palm Beach,76600,WEST PALM BEACH,,,8960,"West Palm Beach-Boca Raton, FL MSA",48424,"West Palm Beach-Boca Raton-Delray Beach, FL Metropolitan Division",99999,,1,0,1222,3252,,,,,315 Almeria Rd,,West Palm Beach,FL,33405,1251,,33405,99,8,33405125199,H,,,,0,,,N,,100% Overall probable correctness,26.689217,-80.052893,S,,R,U,null Street-Level Rooftop null,12099,1276600,12099003400,120990034003,,Green,,30OCT1999,31DEC1998,        .,        .,        .,28MAR1980,14SEP2006,10DEC2010,27OCT2011,        .,        .,        .,15DEC2010,
-80.191621,25.904528,393,800003893,Jacksonville,Miami,SARA WARREN,AHEPA 421 APTS,350 NE 141ST ST,,Y,24,Golden Glades,80,80,305-899-8587,202/811,WAH,Wholly Elderly Housekeeping,Elderly,384187,99  b,42 - Red,0,None,Y,06/30,Y,202/811,N,N,Y,N,N,N,Y,,066EH238,FL29T871012,N,Low,High-Medium,5,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,,,,,N,N,N,N,N,N,N,Y,FL29T871012,,1,80,0,80,202/8 NC,,,,066EH238,,ZPF,,202/8 Direct Loan/ Elderly-Handicapped,,N,,1,12,Miami-Dade,086,000305,3,3002,Miami-Dade,086,92158,Miami,26375,GOLDEN GLADES,,,5000,"Miami, FL PMSA",33124,"Miami-Miami Beach-Kendall, FL Metropolitan Division",99999,,1,0,1224,,,,,,350 NE 141st St,,North Miami,FL,33161,2861,,33161,99,1,33161286199,H,,,,0,,,N,,100% Overall probable correctness,25.904523,-80.191618,S,,R,U,null Street-Level Rooftop null,12086,1226375,12086000305,120860003053,,Green,0.898000,26SEP2013,30JUN2013,        .,        .,30SEP2008,15DEC1989,01OCT2008,10DEC2012,10DEC2012,        .,        .,        .,12DEC2012,2030-02-01T00:00:00.000Z
-81.43671,27.481168,394,800004077,Jacksonville,Jacksonville,LEW LANIER,FAIR HAVENS VILLAGE,3015 SPINKS RD,,Y,17,Sebring,79,80,863/382-3777,Insured-Subsidized,WAH,Wholly Elderly Housekeeping,Elderly,325408,90  c,72 - Greennull,0,None,Y,08/31,Y,Insured,N,N,Y,N,Y,N,N,06711114,06711114,FL29T831039,P,Low,High-Medium,5,N,Y,Y,Y,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,,,,,N,N,N,N,N,N,N,Y,FL29T831039,,1,79,0,79,202/8 NC,,,,06711114,,HRI,,223(f) Refi/ Purchase Apts,,N,,1,12,Highlands,055,961100,2,2009,Highlands,055,93120,Sebring,64875,SEBRING,,,9999,,42700,"Sebring, FL Metropolitan Statistical Area",99999,,1,0,1217,2814,,,,,3015 Spinks Rd,,Sebring,FL,33870,4311,,33870,99,2,33870431199,H,,,,0,,,N,,100% Overall probable correctness,27.481163,-81.436707,S,,R,U,null Street-Level Rooftop null,12055,1264875,12055961100,120559611002,Green,Green,1.069000,23NOV2013,31AUG2013,        .,        .,        .,17OCT1985,12MAR2012,31JAN2012,12DEC2013,        .,        .,        .,02FEB2012,2042-05-01T00:00:00.000Z
-106.52755,31.814076,2082,800021388,Fort Worth,Fort Worth,ANGELA L BELL,SUNCREST APTS,611 RUBIN DR,,Y,16,EL PASO,83,100,915/584-8488,Insured-Subsidized,FAM,Indv. families - not eld/ handicap,Family,385767,98  c,Not Assessed,0,MFH,Y,12/31,Y,Insured,N,N,Y,N,N,Y,N,11397274,11397274,TX16L000241,N,Low,High-Medium,5,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Date Action Other than Closing Occurred,Ineligible for OMHAR - Rents Below or Equal to Market,Full Debt Restr,N,N,N,N,N,N,N,Y,TX16L000241,,1,83,0,83,LMSA,,,,11397274,,YQR,,542(b) QPE Risk Sharing -- Recently Comptd,,N,,1,48,El Paso,141,001115,3,3000,El Paso,141,91215,El Paso,24000,EL PASO,,,2320,"El Paso, TX MSA",21340,"El Paso, TX Metropolitan Statistical Area",99999,,1,0,4816,1680,,,,,611 Rubin Dr,,El Paso,TX,79912,5637,,79912,99,3,79912563799,H,,,,0,,,N,,100% Overall probable correctness,31.814071,-106.52754,S,,R,U,null Street-Level Rooftop null,48141,4824000,48141001115,481410011153,Green,Green,,        .,31DEC2012,        .,31JUL2003,        .,20MAY1975,07NOV2011,06DEC2012,30DEC2012,        .,        .,        .,13DEC2012,2027-10-01T00:00:00.000Z
-106.435415,31.851869,2083,800021394,Fort Worth,Fort Worth,DOLORES G TIMSAH,SUNNYSIDE APTS,4635 ATLAS AVE,,Y,16,EL PASO,10,11,(915) 759-2864,202/811,CMI,Chronically Mentally Ill,Disabled,385769,88  a,10 - Red,0,MFH,Y,08/31,Y,202/811,N,N,Y,N,N,N,N,,133EH011,TX16T841001,P,Moderate,Very Low,15,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,,,,,N,N,N,N,N,N,N,Y,TX16T841001,,1,10,0,10,202/8 NC,,,,133EH011,,ZPF,,202/8 Direct Loan/ Elderly-Handicapped,,N,,1,48,El Paso,141,000301,4,4006,El Paso,141,91215,El Paso,24000,EL PASO,,,2320,"El Paso, TX MSA",21340,"El Paso, TX Metropolitan Statistical Area",99999,,1,0,4816,1680,,,,,4635 Atlas Ave,,El Paso,TX,79904,3311,,79904,99,5,79904331199,H,,,,0,,,N,,100% Overall probable correctness,31.851864,-106.435405,S,,R,U,null Street-Level Rooftop null,48141,4824000,48141000301,481410003014,,Yellow,-0.526000,31MAR2014,31AUG2013,        .,        .,        .,08MAY1987,26MAR2013,06DEC2012,11JUN2013,        .,        .,        .,13DEC2012,2027-05-01T00:00:00.000Z
-122.148199,47.593729,2084,800022413,Seattle,Seattle,SCOTT A JULLIAN,CHAMPION HOUSE,1800 145TH PL SE,,Y,09,Bellevue,8,8,425-644-4477,Subsidized - Previously 202/811,WDD,Wholly developmentally disabled,Disabled,343559,85  a,Not Assessed,0,None,Y,06/30,N,,N,N,Y,N,Y,N,N,,,WA19T811013,N,Low,,9,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,,,,,N,N,N,N,N,N,N,Y,WA19T811013,,1,8,0,8,202/8 NC,,,,,,,,,,,,,53,King,033,023401,2,2008,King,033,92931,Seattle East CCD,05210,BELLEVUE,,,7600,"Seattle-Bellevue-Everett, WA PMSA",42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",99999,,1,0,5309,0084,,,,,1800 145th Pl SE,,Bellevue,WA,98007,6072,,98007,00,1,98007607200,S,,,,0,,,,,100% Overall probable correctness,47.593723,-122.148184,S,,R,U,null Street-Level Rooftop null,53033,5305210,53033023401,530330234012,,Green,,01OCT2013,30JUN2013,        .,        .,        .,19APR1983,31MAY2010,19MAY2010,28MAR2014,        .,        .,        .,26MAY2010,
-83.123652,40.606671,4387,800016551,Columbus,Columbus,GEORGE BUSH,FAIRVIEW I I APARTMENTS,966 PAULA DRIVE,,Y,04,MARION,44,44,740 383-3687,Subsidized - Previously Insured,FAM,Indv. families - not eld/ handicap,Family,508303,96  c,Not Assessed,0,None,Y,12/31,N,,N,N,Y,N,N,N,N,,,OH16M000169,N,Low,,8,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Restructuring Commitment Executed by Owner,,Full Debt Restr,N,N,N,N,N,N,N,Y,OH16M000169,,1,44,0,44,LMSA,,,,,,,,,,,,,39,Marion,101,000900,1,1000,Marion,101,47768,Marion,47754,MARION,,,9999,,32020,"Marion, OH Micropolitan Statistical Area",99999,,0,1,3904,3060,,,,,966 Paula Dr,,Marion,OH,43302,1835,,43302,66,9,43302183566,S,,,,0,,,,,100% Overall probable correctness,40.606663,-83.123648,S,,R,U,null Street-Level Rooftop null,39101,3947754,39101000900,391010009001,,Green,,23DEC2013,31DEC2012,        .,27MAY2005,        .,15MAR1974,07NOV2011,24SEP2013,02MAR2012,        .,        .,        .,25SEP2013,
-82.556461,39.717299,4388,800016816,Columbus,Columbus,SONDRA S KING,LANCASTER CLUB APARTMENTS,180 SELLS RD,,Y,15,Lancaster,92,92,(740) 653-3616,Subsidized - Previously Insured,FAM,Indv. families - not eld/ handicap,Family,381112,86  b,Not Assessed,2,MFH,N,12/31,N,,N,N,Y,N,N,N,N,,,OH16H051010,P,Moderate,,16,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,OAHP Approves PAE Lite Recommendation,Renew as Tier 2,Full Debt Restr,N,N,N,N,N,N,N,N,OH16H051010,,1,92,0,92,HFDA/8 NC,,,,,,,,,,,,,39,Fairfield,045,031300,1,1026,Fairfield,045,41740,Lancaster City,41720,LANCASTER,,,1840,"Columbus, OH MSA",18140,"Columbus, OH Metropolitan Statistical Area",99999,,1,0,3915,2634,,,,,180 Sells Rd,,Lancaster,OH,43130,3437,,43130,99,4,43130343799,H,,,,0,,,N,,100% Overall probable correctness,39.717291,-82.556457,S,,R,U,null Street-Level Rooftop null,39045,3941720,39045031300,390450313001,,Yellow,,12NOV2013,31DEC2011,        .,24AUG2000,        .,01APR1978,20APR2012,06SEP2012,13NOV2013,        .,        .,        .,26SEP2012,
-83.128211,40.582544,4389,800016895,Columbus,Columbus,BARRY A DAROE,MARION ROTARY SENIOR CITIZENS II,400 DELAWARE AVE,,Y,04,MARION,45,45,740-387-9050,Insured-Subsidized,WAH,Wholly Elderly Housekeeping,Elderly,505013,97  b,48 - Red,0,,Y,06/30,Y,Insured,N,N,Y,N,N,N,N,04311124,04311124,OH16T851002,P,Low,High-Medium,8,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,,,,,N,N,N,N,N,N,N,Y,OH16T851002,,1,45,0,45,202/8 NC,,,,04311124,,HRI,,223(f) Refi/ Purchase Apts,,N,,1,39,Marion,101,000502,3,3009,Marion,101,47768,Marion,47754,MARION,,,9999,,32020,"Marion, OH Micropolitan Statistical Area",99999,,0,1,3904,3060,,,,,400 Delaware Ave,,Marion,OH,43302,5067,,43302,99,2,43302506799,H,,,,0,,,N,,100% Overall probable correctness,40.582536,-83.128207,S,,R,U,null Street-Level Rooftop null,39101,3947754,39101000502,391010005023,Red,Green,0.238000,        .,30JUN2013,        .,        .,        .,01MAR1988,21OCT2006,29JUL2013,31OCT2012,        .,        .,        .,31JUL2013,2041-10-01T00:00:00.000Z
-87.3176,30.417511,395,800004078,Jacksonville,Jacksonville,DEBRA GADDY,FAIRFIELD VILLAGE,601 N FAIRFIELD DR,,Y,01,MYRTLE GROVE,72,72,850-455-6752,Subsidized - Previously Insured,PAH,Partially elderly handicapped,Elderly,507832,96  b,Not Assessed,0,None,Y,12/31,N,,N,N,Y,N,N,N,N,,,FL290053080,N,Low,,5,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,,,,,N,N,N,N,N,N,N,Y,FL290053080,,1,72,0,72,Sec 8 NC,,,,,,,,,,,,,12,Escambia,033,002704,1,1003,Escambia,033,92691,Pensacola,47550,MYRTLE GROVE,,,6080,"Pensacola, FL MSA",37860,"Pensacola-Ferry Pass-Brent, FL Metropolitan Statistical Area",99999,,1,0,1201,2058,,,,,601 N Fairfield Dr,,Pensacola,FL,32506,4309,,32506,99,0,32506430999,H,,,,0,,,N,,100% Overall probable correctness,30.417505,-87.317595,S,,R,U,null Street-Level Rooftop null,12033,1247550,12033002704,120330027041,,Green,,10MAY2013,31DEC2012,        .,        .,        .,27OCT1981,13MAY2008,17DEC2013,21FEB2014,        .,        .,        .,18DEC2013,
